Measure	NumValues	Units	Minimum	25%	50%	75%	Maximum	Mean	StdDev
2-Methylbutane	1	['%']	0.0024	0.0024	0.0024	0.0024	0.0024	0.0024	
2-Methylfluoranthene	1	['ug/l']	0.0707	0.0707	0.0707	0.0707	0.0707	0.0707	
2-Methylnaphthalene	59	['ng/g' 'pg/l' 'ng/g      ' 'ug/kg     ']	0.0	1.875	19.3	460.0	3090.0	410.00571186440675	747.9483359672244
2-Methylphenanthrene	3	['pg/l']	562.0	708.5	855.0	996.0	1137.0	851.3333333333334	287.51753569710024
2-Methylpyridine	0	[]							
2-Naphthalenamine	0	[]							
2-Phenyldecane	10	['ng/g' 'ng/g      ']	0.0	0.16525	0.45	0.7750000000000001	2.15	0.7111000000000001	0.7927581177971837
2-Phenyldodecane	13	['ng/g' 'ng/g      ']	0.4	1.51	2.81	4.67	13.3	3.7269230769230766	3.375960072372955
2-Phenyltetradecane	5	['ng/g' 'ng/g      ']	0.0	0.2	4.34	5.23	33.0	8.553999999999998	13.868795189200826
2-Phenyltridecane	4	['ng/g' 'ng/g      ']	0.0	0.0	3.685	7.97	9.77	4.285	5.043969997267364
2-Phenylundecane	11	['ng/g' 'ng/g      ']	0.0	0.8	2.4	3.1500000000000004	5.87	2.3445454545454543	1.9120426963661854
2-Propanol, 1,3-dichloro-, phosphate (3:1)	0	[]							
2-Pyrrolidinone, 1-methyl-5-(3-pyridinyl)-, (5S)-	0	[]							
3,3',4,4',5,5'-Hexachlorobiphenyl	4	['ug/kg     ']	0.0	0.0	0.05	2.2350000000000003	8.64	2.185	4.30359152336743
3,3',4,4',5-Pentachlorobiphenyl	9	['ug/kg     ' 'ng/g']	-99.0	0.0	0.0	0.0	0.254	-21.96066666666667	43.67727754794248
3,3',4,4'-Tetrachlorobiphenyl	9	['ng/kg' 'ug/kg     ' 'ng/g']	-99.0	0.0	0.0	0.217	12.0	-20.59811111111111	44.620157239874345
3,3',4,5'-Tetrachlorobiphenyl	1	['ng/kg']	1.8	1.8	1.8	1.8	1.8	1.8	
3,3',4-Trichlorobiphenyl	1	['ng/kg']	0.7	0.7	0.7	0.7	0.7	0.7	
3,3',5,5'-Tetrachlorobiphenyl	0	[]							
3,3',5-Trichlorobiphenyl	0	[]							
3,3'-Dichlorobenzidine	0	[]							
3,3'-Dichlorobiphenyl	1	['ng/kg']	1.3	1.3	1.3	1.3	1.3	1.3	
3,4',5-Trichlorobiphenyl	1	['ng/kg']	2.0	2.0	2.0	2.0	2.0	2.0	
3,4,4',5-Tetrachlorobiphenyl	7	['ug/kg     ']	0.0	0.0	0.0	0.0	0.4	0.05714285714285715	0.15118578920369088
3,4,4'-Trichlorobiphenyl	5	['ug/kg     ' 'ng/kg']	0.0	0.0	0.0	0.0	1.0	0.2	0.447213595499958
3,4,5-Trichlorobiphenyl	1	['ng/kg']	0.5	0.5	0.5	0.5	0.5	0.5	
3,4-Dichloroaniline	52	['ug/l' 'ng/l']	0.003	0.006625	0.0132	0.040475	1130.0	24.31540576923076	156.5068548469519
3,5-Dichloroaniline	2	['ug/l']	0.01	0.01175	0.013500000000000002	0.015250000000000001	0.017	0.013500000000000002	0.004949747468305833
3,5-Dichlorobiphenyl	0	[]							
3,5-Dimethylphenol	1	['ug/kg']	41.0	41.0	41.0	41.0	41.0	41.0	
3-Chlorobiphenyl	2	['pg/l']	0.846	0.8815	0.917	0.9525	0.988	0.917	0.10040916292848977
3-Hydroxycarbofuran	52	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3-Methylindole	1	['ug/l']	0.01	0.01	0.01	0.01	0.01	0.01	
3-Phenlydecane	6	['ng/g      ']	0.0	0.0	0.0	0.765	1.5	0.42	0.6681317235396026
3-Phenoxybenzenemethanol	0	[]							
3-Phenyldecane	1	['ng/g']	1.54	1.54	1.54	1.54	1.54	1.54	
3-Phenyltetradecane	1	['ng/g      ']	0.0	0.0	0.0	0.0	0.0	0.0	
3-Phenyltridecane	9	['ng/g' 'ng/g      ']	0.0	2.0	2.2	4.11	39.3	6.485666666666667	12.408238855695837
3-Phenylundecane	13	['ng/g' 'mg/g      ']	0.5	1.05	2.0	3.42	10.2	3.2138461538461534	3.220040213158676
4(3H)-Quinazolinone, 2-methyl-3-(2-methylphenyl)-	0	[]							
4,4'-Dibromo-2,2',3,3',5,5',6,6'-octafluorobiphenyl	143	['% recovery']	25.0	77.15	87.8	96.2	129.0	86.18699300699302	15.797671161717272
4,4'-Dichlorobenzophenone	0	[]							
4,4'-Dichlorobiphenyl	1	['ug/kg     ']	5.53	5.53	5.53	5.53	5.53	5.53	
4,4'-Isopropylidenediphenol	1	['ng/l']	96.1	96.1	96.1	96.1	96.1	96.1	
4,4'-Methylenebis(2-chloroaniline)	0	[]							
4,6-Dinitro-o-cresol	0	[]							
4-Bromo-3,5-dimethylphenyl N-Methylcarbamate	11	['% recovery']	51.4	75.9	80.0	100.65	117.0	86.55454545454545	19.873820147941547
4-Chloro-2-methylphenol	6	['ug/l']	0.004	0.0052250000000000005	0.00875	0.00905	0.0187	0.0089	0.005352008968602351
4-Chlorobiphenyl	2	['pg/l']	0.47	0.498	0.526	0.554	0.5820000000000001	0.526	0.07919595949289339
4-Phenyldecane	6	['ng/g' 'ng/g      ']	0.0	0.2375	1.025	2.15	9.8	2.391666666666667	3.743850513397492
4-Phenyldodecane	6	['ng/g' 'ng/g      ']	0.7	0.9325000000000001	1.7349999999999999	3.04	36.3	7.435	14.176814522310714
4-Phenyltetradecane	5	['ng/g' 'ng/g      ']	0.0	0.0	0.8	1.56	2.23	0.9179999999999999	0.9788871232169724
4-Phenyltridecane	14	['ng/g' 'ng/g      ']	0.0	1.04	1.44	4.575	79.0	7.724285714285714	20.60207260458024
4-Phenylundecane	7	['ng/g' 'ng/g      ']	0.968	1.54	2.32	4.345	17.8	4.694000000000001	6.045197432673312
4-Terphenyl-d14***retired***use p-Terphenyl-d14	12	['ng/g' 'ug/l' '% recovery']	0.005	249.25	558.5	584.5	705.0	435.89208333333335	237.1758822387295
4H-Cyclopenta[def]phenanthrene	0	[]							
5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile	14	['ug/l']	0.003	0.00425	0.0075	0.008	0.017	0.00735714285714286	0.0038552091204806732
5-Phenyldecane	5	['ng/g' 'ng/g      ']	0.0	0.4	1.15	8.56	10.5	4.122	5.00129183311672
5-Phenyldodecane	10	['ng/g' 'ng/g      ']	0.7	3.6125000000000003	7.220000000000001	11.9	25.8	9.169	8.1643458607125
5-Phenyltetradecane	6	['ng/g' 'ng/g      ']	0.0	0.2825	1.15	19.7925	30.3	9.766666666666667	14.313693676569534
5-Phenyltridecane	15	['ng/g' 'ng/g      ']	0.0	1.326	4.65	7.17	28.3	5.895466666666667	7.143132144801414
5-Phenylundecane	10	['ng/g']	2.57	3.4875	3.7	14.232500000000002	23.0	9.003	8.114693189243544
6-Acetylmorphine	1	['% recovery']	83.2	83.2	83.2	83.2	83.2	83.2	
6-Phenyldodecane	14	['ng/g' 'ng/l      ']	3.25	5.2075000000000005	6.154999999999999	12.55	63.3	16.80142857142857	21.171739457313176
6-Phenyltetradecane	7	['ng/g' 'ng/g      ']	0.0	0.42800000000000005	0.78	14.85	33.0	9.190857142857142	14.637675275677847
6-Phenylundecane	12	['ng/g' 'ng/g      ']	0.0	0.8825	1.9500000000000002	4.260000000000001	9.3	2.6483333333333334	2.6573699688818553
7-Hydroxyquetiapine	0	[]							
7-Phenyltetradecane	6	['ng/g' 'ng/g      ']	0.0	0.46325000000000005	0.8200000000000001	1.2225000000000001	2.12	0.9101666666666667	0.7453027349115705
7-Phenyltetradecane + 6-phenyltridecane mix	8	['ng/g' 'ng/g      ']	1.46	2.1325000000000003	4.635	10.65	30.9	8.454999999999998	9.892207611477401
AHTN	0	[]							
Acebutolol	0	[]							
Acebutolol hydrochloride	0	[]							
Acenaphthene	50	['ng/g' 'pg/l' 'ug/l' 'ug/kg     ' 'ng/g      ' 'ug/kg']	-0.004	0.8750000000000001	130.0	530.0	1670.0	315.14376400000003	421.64365184726194
Acenaphthene-d10	5	['%']	73.0	83.0	95.0	102.0	3640.0	798.6	1588.4298221829004
Acenaphthylene	46	['ug/l' 'ng/g' 'pg/l' 'ng/g      ' '% recovery' 'ug/kg     ']	-0.4	0.6625000000000001	11.9	145.0	479.0	89.98280891304348	131.89611675888875
Acenaphthylene-d8	28	['% recovery']	33.2	48.625	77.85	87.75	106.0	72.28214285714286	22.438311377202997
Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-	0	[]							
Acetaminophen	0	[]							
Acetochlor	0	[]							
Acetochlor OA	1	['% recovery']	96.0	96.0	96.0	96.0	96.0	96.0	
Acetone	18	['ug/l']	0.4	0.625	0.8	2.175	6.4	1.8833333333333333	1.9941827162730985
Acetophenone	0	[]							
Acid Volatile Sulfides	3	['mg/kg     ']	7.62	7.915000000000001	8.21	98.605	189.0	68.27666666666667	104.54988968589748
Acidity	7	['mg/l CaCO3' 'mg/l as H']	0.0	1.05	1.5	12.75	2380.0	344.15714285714284	897.7449319584839
Acidity, hydrogen ion (H+)	18	['mg/l      ']	0.0003	0.00055	0.0008	0.0009	0.002	0.0008611111111111112	0.00047171637651165026
Acidity, hydrogen ion (H+) as CaCO3	4	['mg/l      ']	19200.0	19875.0	40600.0	66805.0	83920.0	46080.0	31911.130764463152
Acifluorfen	0	[]							
Acridine	0	[]							
Acrolein	0	[]							
Acrylonitrile	0	[]							
Aggressive index	4	['None']	11.8	12.024999999999999	12.2	12.375000000000002	12.6	12.200000000000001	0.3366501646120689
Alachlor	58	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	108.0	3.405655172413793	18.258157536176803
Alachlor ESA	1	['ug/l']	0.06	0.06	0.06	0.06	0.06	0.06	
Alachlor OA	0	[]							
Aldicarb	57	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	89.5	1.5701754385964912	11.854564595732151
Aldicarb sulfone	52	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aldicarb sulfoxide	49	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aldrin	144	['ng/g' 'pg/l' 'ug/l' '% recovery' 'ug/kg     ' 'ug/kg']	0.0	0.0	0.0	0.0	586.0	12.701059027777777	57.89238410512966
Algae, blue-green (phylum cyanophyta) density	20	['RFU']	0.0999999642372131	0.17499998211860654	67.5	305.0	623.0	160.9149999886751	201.90154786466945
Algal growth potential	8	['mg/l']	1.0	1.75	4.0	6.25	7.0	4.0	2.5634797778466227
Alkalinity	5558	['mg/l CaCO3']	0.0	80.0	138.0	212.0	58200.0	176.62383951061528	793.9053691969722
Alkalinity, Bicarbonate as CaCO3	17	['mg/l      ' 'ppm       ' 'mg/l CaCO3']	3.0	13.0	33.0	46.0	139.0	35.588235294117645	32.12876208230215
Alkalinity, Carbonate as CaCO3	61	['mg/l      ' 'mg/l CaCO3']	0.0	3.88	5.16	6.56	12.0	4.937377049180327	2.985387692098154
Alkalinity, Hydroxide as CaCO3	0	[]							
Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate)	4	['mg/l      ']	3.0	3.1500000000000004	4.15	5.199999999999999	5.5	4.199999999999999	1.2832251036613438
Alkalinity, bicarbonate	1	['mg/l']	130.0	130.0	130.0	130.0	130.0	130.0	
Alkalinity, total	2369	['mg/l' 'mg/l CaCO3' 'mg/l      ' 'ueq/L     ' 'ueq/L' 'ppm']	-14.0	53.0	86.0	159.0	4888.0527532	129.54899636453783	165.07383249712097
Allethrin	4	['ug/l']	-0.08800000000000001	-0.022000000000000002	0.0	0.0	0.0	-0.022000000000000002	0.044000000000000004
Allyl chloride	0	[]							
Allyl-sec-butyl-barbituric acid	0	[]							
Alpha emitting radium isotopes	0	[]							
Alpha particle	172	['ug/l' 'pCi/L']	-3.6	0.29	1.7	6.0	210.0	6.501627906976745	20.71725169519977
Alprazolam	0	[]							
Aluminum	1724	"['ug/l' 'mg/l' 'mg/kg' 'ug/l      ' '%         ' 'ppb       ' 'ug/g'
 'mg/kg     ' 'ug/g      ' '%']"	0.0	2.5	10.9	83.25	500000.0	2559.0235749419953	15759.579807489043
Ametryn	1	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	
Aminomethylphosphonic acid	33	['ug/l']	0.0	0.0	0.0	0.27	0.69	0.1396969696969697	0.2044273227898617
Amitriptyline	0	[]							
Amitriptyline (+/-)-E-10-hydroxylated	1	['% recovery']	91.2	91.2	91.2	91.2	91.2	91.2	
Amitriptyline hydrochloride	0	[]							
Ammonia	2347	['mg/l' 'mg/l      ' 'ug/l' 'umol']	-0.0268	0.011000000000000001	0.042	0.21	35900.0	76.05729444927948	988.942100677384
Ammonia and ammonium	3434	['mg/l as N' 'mg/l NH4' 'mg/kg as N']	0.0	0.018000000000000002	0.052000000000000005	0.20600000000000002	5670.0	2.661160454280772	97.32291378711417
Ammonia as NH3	347	['mg/l      ']	9e-05	0.017555	0.02	0.02	31.0	0.3863598847262242	3.0179594248010715
Ammonia-nitrogen	96	['mg/l']	0.0006072	0.004	0.0102	0.058475	52.0	0.599675125	5.303089903552389
Ammonia-nitrogen as N	83	['mg/l      ' 'ueq/L     ']	-0.01	0.06	0.1	0.16	1.1	0.18380301204819272	0.2676257976770557
Ammonium	173	['mg/l' 'ug/l' 'ueq/L']	-0.00205569	0.0784	1.1	36.06744026	329.4	29.532405869179783	55.54513121378254
Ammonium as NH4	33	['ug/l      ' 'mg/l      ' 'ug/l']	0.0	5.1119	14.3463	50.0	238.815	47.67142121212122	73.15143913232225
Androst-4-en-3-one, 17-hydroxy-, (17.beta.)-	0	[]							
Androstan-17-one, 3-hydroxy-, (3.alpha.,5.alpha.)-	0	[]							
Aniline	0	[]							
Anion deficit	12	['ueq/L']	-79.27597791	38.12613227325	56.785	179.184787406	680.54607926	160.59841165875	241.52233961302375
Anion/cation ratio	1	['%         ']	-16.53155	-16.53155	-16.53155	-16.53155	-16.53155	-16.53155	
Anthracene	65	['ng/g' 'ug/l' 'pg/l' 'ng/g      ' 'ug/kg     ' 'ug/kg']	-0.005	3.7	19.0	180.0	11500.0	409.0194676923077	1494.9448834243165
Anthracene-d10	1	['%']	54.0	54.0	54.0	54.0	54.0	54.0	
Anthraquinone	2	['ug/l' 'ug/kg']	0.02	4.765	9.51	14.255	19.0	9.51	13.420886706920673
Antimony	379	"['mg/l' 'ppm       ' 'ug/g' 'ug/g      ' 'ug/l' 'mg/kg     ' 'ug/l      '
 'mg/kg']"	0.0	0.0	0.0	0.1835	95.6	0.5205364657709766	4.959346371051572
Apparent color	1	['None      ']	62.0	62.0	62.0	62.0	62.0	62.0	
Argon	2	['mg/l' '%']	0.172	0.25277499999999997	0.33355	0.414325	0.4951	0.33355	0.2284662010013735
Aripiprazole	0	[]							
Aroclor (unspecified)	0	[]							
Aroclor 1016	40	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aroclor 1016 mixt. with Aroclor 1242	0	[]							
Aroclor 1221	60	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aroclor 1232	57	['ug/l']	0.0	0.0	0.0	0.0	0.05	0.0008771929824561404	0.006622661785325213
Aroclor 1242	52	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aroclor 1248	59	['ug/l' 'ug/kg']	0.0	0.0	0.0	0.0	9700.0	164.40762711864406	1262.832324298944
Aroclor 1254	53	['ug/l']	-0.2	0.0	0.0	0.0	0.05	-0.0028301886792452833	0.02844545106870648
Aroclor 1260	52	['ug/l']	0.0	0.0	0.0	0.0	0.05	0.0009615384615384616	0.006933752452815363
Arsenic	2559	"['ug/l' 'mg/l' 'ppm       ' 'ug/l      ' 'ppb       ' 'mg/kg' 'mg/kg     '
 'ug/g' 'ug/g      ' 'ug/kg']"	0.0	0.5	1.8	4.0	14300.0	20.466223312662265	335.2201612603929
Arsenic ion (5+)	0	[]							
Arsenite	0	[]							
Asbestos	1	['mg/l      ']	0.0	0.0	0.0	0.0	0.0	0.0	
Ash Free Dry Mass	3	['mg/l' 'g/m2']	34.9206	313.4603	592.0	3381.0	6170.0	2265.6402000000003	3392.728024815446
Atenolol	1	['% recovery']	110.0	110.0	110.0	110.0	110.0	110.0	
Atorvastatin	0	[]							
Atorvastatin calcium	1	['% recovery']	69.9	69.9	69.9	69.9	69.9	69.9	
Atraton	2	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atrazine	202	['ug/l' 'ng/l']	0.0	0.0	0.005	0.011750000000000002	114.0	0.8004405940594046	8.153320086734727
Atrazine-d5 (ethyl-d5)	1	['% recovery']	74.8	74.8	74.8	74.8	74.8	74.8	
Azinphos-ethyl	2	['ug/l']	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	0.0
Azinphos-methyl	64	['ug/l']	-0.03	0.0	0.0	0.0	0.08	0.00390625	0.014751614116686318
Azobenzene	0	[]							
Azoxystrobin	2	['ug/l']	0.006999999999999999	0.007124999999999999	0.0072499999999999995	0.007375	0.0075	0.0072499999999999995	0.0003535533905932741
BDE-138/166	0	[]							
BDE-8/11	0	[]							
BHC, .beta.-BHC & .gamma.-BHC mix, unspecified	6	['ng/g']	7.55	14.274999999999999	65.0	138.0	552.0	141.54166666666666	209.0560843808825
Bacteria, nitrifiers	1	['MPN']	90000.0	90000.0	90000.0	90000.0	90000.0	90000.0	
Barban	0	[]							
Barium	1094	['mg/l' 'ug/l' 'ppm       ' 'ppb       ' 'ug/l      ' 'mg/kg']	0.0	0.0715	29.0	91.85	37000.0	126.10093510054836	1135.9704950561134
Barometric pressure	1206	['psi' 'inHg' 'mmHg' 'mm/Hg     ' 'in/Hg     ' 'mm/Hg']	8.0	665.25	750.0	760.0	777.0	699.1137943615257	132.57910273747137
Bendiocarb	0	[]							
Benfluralin	58	['ug/l']	0.0	0.0	0.0	0.0	0.006999999999999999	0.0002931034482758621	0.0012566820794297302
Benomyl	1	['ug/l']	0.46	0.46	0.46	0.46	0.46	0.46	
Bensulfuron-methyl	0	[]							
Bentazon	7	['ug/l']	0.01	0.015	0.08	0.9450000000000001	4.09	0.8714285714285713	1.4838848626878993
Benz[a]anthracene	110	['ng/g' 'pg/l' 'ng/g      ' 'ug/l' 'ug/kg     ' 'ug/kg']	-0.003	33.7	255.0	1470.025	88100.0	2335.012069090909	8932.823188678018
Benzamide, 2-amino-N-(1-methylethyl)-	0	[]							
Benzamide, 5-chloro-N-[2-[4-[[[(cyclohexylamino)carbonyl]amino]sulfonyl]phenyl]ethyl]-2-methoxy-	0	[]							
Benzene	154	['ug/l' 'ug/l      ']	0.0	0.0	0.0	0.0195	5100.0	65.12487727272729	568.0333809738023
Benzene, (1-ethyldecyl)-	5	['mg/g      ']	0.0	0.0	1.07	1.48	2.46	1.002	1.0448540567945361
Benzene, 1,1'-oxybis[2,4-dibromo-	0	[]							
Benzene, 1,1-oxybis[3,4-dibromo-	0	[]							
Benzene, 1,2,3,4,5-pentabromo-6-(2,3,4,5-tetrabromophenoxy)-***retired***use Nonabromophenoxybenzene	0	[]							
Benzene, 1,2,3,4,5-pentabromo-6-(2,3,5,6-tetrabromophenoxy)-	0	[]							
Benzene, 1,2,3,4,5-pentabromo-6-(2,4-dibromophenoxy)-***retired***use 2,2',3,4,4',5,6-Heptabromodiphenyl ether	0	[]							
Benzene, 1,2,3,4,5-pentabromo-6-(3,4-dibromophenoxy)-	0	[]							
Benzene, 1,2,3,5-tetrabromo-4-(2,4,5-tribromophenoxy)-***retired***use 2,2',3,4,4',5',6-Heptabromodiphenyl ether	1	['ng/kg']	17.299999999999994	17.299999999999994	17.299999999999994	17.299999999999994	17.299999999999994	17.299999999999994	
Benzene, 1,2,3-tribromo-4-(2,3,4-tribromophenoxy)-	0	[]							
Benzene, 1,2,3-tribromo-5-(3,4-dibromophenoxy)-	0	[]							
Benzene, 1,2,4-tribromo-5-(2,4-dibromophenoxy)-	1	['ng/kg']	236.0	236.0	236.0	236.0	236.0	236.0	
Benzene, 1,2-dibromo-4-(2,4-dibromophenoxy)-	1	['ng/kg']	137.0	137.0	137.0	137.0	137.0	137.0	
Benzene, 1,2-dibromo-4-(3,5-dibromophenoxy)-	0	[]							
Benzene, 1,3(and 1,4)-dimethyl- Chemical m(and p)-xylene	18	['ug/l']	0.05	0.0625	0.08499999999999999	0.17750000000000002	0.54	0.16111111111111112	0.15665206440084267
Benzene, 1,3,5-tribromo-2-(2,4,5-tribromophenoxy)-***retired***use 2,2',4,4',5',6-HXBDE	1	['ng/kg']	42.1	42.1	42.1	42.1	42.1	42.1	
Benzene, 1,3,5-tribromo-2-(2,4,6-tribromophenoxy)-	2	['ng/kg']	7.5	8.5	9.5	10.5	11.5	9.5	2.8284271247461903
Benzene, 1,3,5-tribromo-2-(4-bromophenoxy)-	1	['ng/kg']	4.0	4.0	4.0	4.0	4.0	4.0	
Benzene, 1,3-dibromo-2-(3,4-dibromophenoxy)-	0	[]							
Benzene, 1-chloro-2-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]-, 1,1'-(2,2,2-trichloroethylidene)bis[4-chlorobenzene], 1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene], 1,1'-(2,2-dichloroethylidene)bis[4-chlorobenzene], 1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene, and 1,1'-(dichloroethenylidene)bis[4-chlorobenzene] and metabolites	3	['ug/kg']	1.0	1.5	2.0	3.0	4.0	2.3333333333333335	1.5275252316519468
Benzene, 1-chloro-4-(methylsulfonyl)-	0	[]							
Benzene, 1-methoxy-2-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]-	0	[]							
Benzene, 2,4-dibromo-1-phenoxy-	0	[]							
Benzene, C6-12-alkyl derivs.	4	['ng/g']	15.5	16.700000000000003	18.200000000000003	33.235	75.04	31.735000000000003	28.911996933222497
Benzene, pentachloromethoxy-	0	[]							
Benzeneacetic acid, .alpha.-methyl-4-(2-methylpropyl)-	1	['% recovery']	75.6	75.6	75.6	75.6	75.6	75.6	
Benzeneethanamine, .alpha.-methyl-, (.alpha.S)-, sulfate (2:1)	0	[]							
Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, hydrochloride (1:1), (.alpha.S)-rel-	1	['% recovery']	99.6	99.6	99.6	99.6	99.6	99.6	
Benzenemethanol, .alpha.-[(1S)-1-(methylamino)ethyl]-, (.alpha.S)-	0	[]							
Benzenesulfonamide, 4-amino-N-(2,6-dimethoxy-4-pyrimidinyl)-	0	[]							
Benzidine	2	['ug/kg     ']	0.857	1.1877499999999999	1.5185	1.8492500000000003	2.18	1.5185	0.9355022715098025
Benzo(a)anthracene-D12	10	['% recovery']	48.3	98.22500000000001	101.35	108.85	133.0	98.05	23.07428823989546
Benzo(b)fluoranthene	99	['ng/g' 'ug/kg     ' 'ng/g      ' 'pg/l' 'ug/l' 'ug/kg']	-0.057	32.35	307.0	2475.0	33000.0	2956.778651111111	6317.721228900799
Benzo(b)fluoranthene-D12	1	['% recovery']	70.8	70.8	70.8	70.8	70.8	70.8	
Benzo(e)pyrene-D12	5	['% recovery']	22.9	65.6	89.6	106.0	125.0	81.82000000000001	39.51065679028887
Benzo(g,h,i)perylene-D12	21	['% recovery']	32.9	64.1	71.9	78.0	140.0	71.99523809523811	19.819598285295196
Benzo[a]pyrene	130	['% recovery' 'ug/l' 'ng/g' 'pg/l' 'ug/kg     ' 'ng/g      ' 'ug/kg']	-0.13	19.75	126.5	1125.0	45000.0	1945.6975076923075	5911.676900260185
Benzo[c]cinnoline	0	[]							
Benzo[e]pyrene	69	['ng/g' 'ug/l' 'pg/l' 'ug/kg     ' 'ug/kg']	0.0	22.7	297.0	1200.0	27480.0	1809.193236231884	4244.70419482174
Benzo[ghi]perylene	55	['pg/l' 'ug/l' 'ng/g' 'ug/kg     ' 'ng/g      ' 'ug/kg']	-0.08800000000000001	15.1	134.0	1710.0	85200.0	3334.053220181819	12152.26005970982
Benzo[k]fluoranthene	72	['pg/l' 'ng/g' 'ng/g      ' 'ug/kg     ' 'ug/l']	-0.004	1.9674999999999998	33.725	275.75	8590.0	441.63554583333337	1207.6964620886126
Benzoic acid	0	[]							
Benzophenone	0	[]							
Benzoylecgonine hydrate	1	['% recovery']	108.0	108.0	108.0	108.0	108.0	108.0	
Benzphetamine hydrochloride	0	[]							
Benzyl alcohol	0	[]							
Beryllium	327	['mg/kg' 'mg/l' 'ppm       ' 'ppb       ' 'mg/kg     ' 'ug/l']	0.0	0.0	0.0	0.23249999999999998	300.0	1.3021467889908258	16.65990783517563
Beta Cypermethrin	0	[]							
Beta particle	172	['pCi/L']	-0.6	1.2750000000000001	2.7	5.925000000000001	100.0	4.572325581395348	8.382106348689764
Bezafibrate	2	['% recovery']	76.4	81.125	85.85	90.57499999999999	95.3	85.85	13.364318164425743
Bicarbonate	3642	['mg/l' 'mg/l      ' 'mg/l CaCO3' 'ueq/L']	0.0	82.25	150.0	237.75	3628.94	181.9601399059857	169.88391902104328
Bifenthrin	13	['ug/l' 'ng/l' 'ug/kg']	-0.0017	0.001527	0.0033	0.025	61.9	5.40404823076923	17.09983504120115
Biochemical oxygen demand, standard conditions	121	['mg/l' 'mg/l      ' 'mg/kg' 'mg/kg     ']	0.0	2.5	41.0	230.0	550.0	111.0909090909091	141.70564914639073
Biogenic Silica	54	['ug/l']	111.42166588	429.7103440575	611.022655855	1045.732064275	7162.730468600001	1137.0089453246303	1448.7618201616035
Biomass	1659	['g']	1.0	6.0	18.0	42.0	2255.0	39.200120554550935	108.30099670176546
Biomass, periphyton	56	['g/m2']	0.0	1.4575	3.9749999999999996	32.05	899.7	46.987196428571416	135.87307895752227
Biomass, plankton	3	['mg/l']	0.1	0.1	0.1	0.1	0.1	0.10000000000000002	1.6996749443881478e-17
Biphenyl	67	['ug/l' 'pg/l' 'ng/g' 'ng/g      ' 'ug/kg     ']	-0.08800000000000001	2.425	8.9	337.0	3300.0	287.4744074626866	600.9959758360466
Bis(2-chloro-1-methylethyl) ether	0	[]							
Bis(2-chloroethoxy)methane	0	[]							
Bis(2-chloroethyl) ether	0	[]							
Bis(2-chloroisopropyl) ether	0	[]							
Bismuth	1	['mg/kg']	1.0	1.0	1.0	1.0	1.0	1.0	
Boron	7223	['mg/l' 'ug/l' 'ug/l      ' 'ppm       ' 'ppb       ' 'mg/l      ' 'mg/kg']	0.0	0.28	8.6	200.0	160000.0	575.5658080132907	3426.4848721071053
Branched p-nonylphenol	0	[]							
Bromacil	58	['ug/l' '% recovery']	0.0	0.0	0.0	0.0	10.8	0.21051724137931033	1.4201401245587462
Brombuterol hydrochloride	0	[]							
Bromide	1328	['mg/l' 'ppb       ' 'ug/l      ' 'mg/l      ']	0.0	0.05	0.151	0.37	13400.0	11.441250527108487	367.77616882168803
Bromine	7	['ppm       ' 'mg/l      ' 'mg/l']	0.04	0.39	2.766	7.8215	107.0	18.032714285714285	39.43966635556258
Bromobenzene	106	['ug/l']	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bromochloroacetic acid	61	['ug/l']	0.0	0.0	6.0	14.0	38.0	9.340983606557376	9.774002541592678
Bromoxynil	0	[]							
Buprenorphine hydrochloride	2	['% recovery']	97.4	98.30000000000001	99.2	100.1	101.0	99.2	2.545584412271567
Bupropion	1	['% recovery']	72.1	72.1	72.1	72.1	72.1	72.1	
Butachlor	0	[]							
Butachlor ESA	0	[]							
Butane	0	[]							
Butyl benzyl phthalate	3	['pg/l' 'ug/kg']	19.0	25.5	32.0	5666.0	11300.0	3783.6666666666665	6509.338855316516
Butylate	1	['ug/l']	0.002	0.002	0.002	0.002	0.002	0.002	
